Phage Accession	Host Species	Host Genus	Used in analysis	Phage Family	Dataset
NC_019526	Klebsiella sp.	Klebsiella	0	Myoviridae	Random Sample
NC_029121	Bacillus pumilus GR8	Bacillus	1	Myoviridae	Random Sample
NC_027361	Propionibacterium acnes	Propionibacterium	0	Siphoviridae	Random Sample
NC_021790	Cellulophaga baltica 	Cellulophaga	0	Siphoviridae	Random Sample
NC_030943	Gordonia terrae 3612	Gordonia	0	Siphoviridae	Random Sample
NC_013697	Delftia acidovorans	Delftia	0	Myoviridae	Random Sample
NC_020482	Candidatus Pelagibacter ubique HTCC1062	Candidatus	0	Podoviridae	Random Sample
NC_028680	Mycobacterium smegmatis mc2 155	Mycobacterium	1	Siphoviridae	Random Sample
NC_029045	Salmonella gallinarum	Salmonella	1	Siphoviridae	Random Sample
NC_028653	Gordonia terrae strain G232	Gordonia	0	Podoviridae	Random Sample
NC_028789	Bacillus cereus MYB41-22	Bacillus	1	Podoviridae	Random Sample
NC_028878	Mycobacterium smegmatis mc2 155	Mycobacterium	1	Siphoviridae	Random Sample
NC_009554	Lactobacillus delbrueckii subsp. lactis strains LKT	Lactobacillus	0	Siphoviridae	Random Sample
NC_019538	Aeromonas hydrophila	Aeromonas	0	Myoviridae	Random Sample
NC_019922	Enterobacteriaceae	Enterobacteriaceae	0	Leviviridae	Random Sample
NC_015463	Synechococcus sp. CB0204	Synechococcus	1	Siphoviridae	Random Sample
NC_013155	Lactococcus lactis SMQ-404	Lactococcus	1	Siphoviridae	Random Sample
NC_024329	NA	NA	0	Podoviridae	Random Sample
NC_017981	Xanthomonas vesicatoria	Xanthomonas	0	Myoviridae	Random Sample
NC_028994	NA	NA	0	Microviridae	Random Sample
NC_019416	Stenotrophomonas maltophilia	Stenotrophomonas	0	Podoviridae	Random Sample
NC_029073	NA	NA	0	Siphoviridae	Random Sample
NC_028665	Gordonia terrae strain CON34	Gordonia	0	Podoviridae	Random Sample
NC_003216	Listeria monocytogenes	Listeria	0	Siphoviridae	Random Sample
NC_020481	Candidatus Pelagibacter ubique HTCC1062	Candidatus	0	Podoviridae	Random Sample
NC_026590	Mycobacterium smegmatis mc2 155	Mycobacterium	1	Siphoviridae	Random Sample
NC_003438	Spiroplasma melliferum	Spiroplasma	0	Microviridae	Random Sample
NC_031110	Pseudomonas aeruginosa PAO	Pseudomonas	1	Myoviridae	Random Sample
NC_025457	Acinetobacter baumannii	Acinetobacter	1	Podoviridae	Random Sample
NC_028690	Mycobacterium smegmatis mc2 155	Mycobacterium	1	Siphoviridae	Random Sample
NC_026600	Pseudomonas aeruginosa	Pseudomonas	1	Myoviridae	Random Sample
NC_016651	Rhodococcus rhodochrous str. Rrho39	Rhodococcus	0	Siphoviridae	Random Sample
NC_021530	Synechococcus sp. WH7803	Synechococcus	1	Myoviridae	Random Sample
NC_028745	Pseudomonas aeruginosa PAO1	Pseudomonas	1	Myoviridae	Random Sample
NC_007022	Aeromonas salmonicida	Aeromonas	0	Myoviridae	Random Sample
NC_027629	Propionibacterium acnes ATCC 6919	Propionibacterium	0	Siphoviridae	Random Sample
NC_028905	Clostridium difficile	Clostridium	1	Siphoviridae	Random Sample
NC_019512	Helicobacter pylori	Helicobacter	0	Podoviridae	Random Sample
NC_025441	Escherichia coli O157:H7	Escherichia	1	Myoviridae	Random Sample
NC_023859	Microbacterium oxydans	Microbacterium	0	Siphoviridae	Random Sample
NC_022341	Propionibacterium acnes	Propionibacterium	0	Siphoviridae	Random Sample
NC_027118	Vibrio cholerae O1 Classic E8021	Vibrio	1	Podoviridae	Random Sample
NC_031061	Gordonia terrae 3612	Gordonia	0	Siphoviridae	Random Sample
NC_029059	Mycobacterium smegmatis mc2 155	Mycobacterium	1	Siphoviridae	Random Sample
NC_031245	Bacillus subtilis W-23-S(r); Bacillus	Bacillus	1	Myoviridae	Random Sample
NC_019453	Caulobacter crescentus	Caulobacter	0	Leviviridae	Random Sample
NC_028928	Mycobacterium smegmatis mc2 155	Mycobacterium	1	Siphoviridae	Random Sample
NC_031023	Streptococcus thermophilus ST64987	Streptococcus	1	Siphoviridae	Random Sample
NC_028930	Paenibacillus larvae ATCC 9545	Paenibacillus	0	Siphoviridae	Random Sample
NC_028652	Pseudomonas aeruginosa clinical strain TJC422	Pseudomonas	1	Myoviridae	Random Sample
NC_015287	Synechococcus sp. WH8109	Synechococcus	1	Myoviridae	Random Sample
NC_031116	Bacillus thuringiensis subsp. kurstaki	Bacillus	1	Myoviridae	Random Sample
NC_031097	Gordonia terrae 3612	Gordonia	0	Siphoviridae	Random Sample
NC_026594	Pseudomonas aeruginosa	Pseudomonas	1	Siphoviridae	Random Sample
NC_028816	Klebsiella pneumoniae 07RAFM-KPN-503	Klebsiella	0	Podoviridae	Random Sample
NC_016434	Gordonia terrae strain Gter34	Gordonia	0	Siphoviridae	Random Sample
NC_028779	Mycobacterium smegmatis mc2 155	Mycobacterium	1	Siphoviridae	Random Sample
NC_028852	Mycobacterium smegmatis mc2 155	Mycobacterium	1	Siphoviridae	Random Sample
NC_029001	NA	NA	0	Myoviridae	Random Sample
NC_028887	Bacillus thuringiensis subsp. kurstaki	Bacillus	1	Myoviridae	Random Sample
NC_024387	Listeria monocytogenes	Listeria	0	Siphoviridae	Random Sample
NC_018836	Streptomyces hygroscopicus 10-22; Streptomyces	Streptomyces	0	Siphoviridae	Random Sample
NC_031064	Lactococcus lactis SMQ-86	Lactococcus	1	Siphoviridae	Random Sample
NC_015297	Ralstonia solanacearum	Ralstonia	0	Inoviridae	Random Sample
NC_031056	Bacillus cereus BtB2-4	Bacillus	1	Myoviridae	Random Sample
NC_027384	Pseudomonas aeruginosa Ps33	Pseudomonas	1	Siphoviridae	Random Sample
NC_027637	NA	NA	0	Microviridae	Random Sample
NC_019420	NA	NA	0	Podoviridae	Random Sample
NC_028895	Vibrio cholerae 1051	Vibrio	1	Siphoviridae	Random Sample
NC_022744	Erwinia sp. 60	Erwinia	0	Podoviridae	Random Sample
NC_012696	Sulfitobacter sp. EE-36	Sulfitobacter	0	Podoviridae	Random Sample
NC_031249	Gordonia terrae 3612	Gordonia	0	Siphoviridae	Random Sample
NC_028744	Mycobacterium smegmatis mc2 155	Mycobacterium	1	Siphoviridae	Random Sample
NC_028247	Citrobacter freundii	Citrobacter	0	Myoviridae	Random Sample
NC_031025	Klebsiella pneumoniae	Klebsiella	0	Podoviridae	Random Sample
NC_026013	NA	NA	0	Microviridae	Random Sample
NC_028759	Mycobacterium smegmatis mc2 155	Mycobacterium	1	Siphoviridae	Random Sample
NC_028810	Mycobacterium smegmatis mc2 155	Mycobacterium	1	Siphoviridae	Random Sample
NC_022337	Propionibacterium acnes	Propionibacterium	0	Siphoviridae	Random Sample
NC_030913	Gordonia terrae 3612	Gordonia	0	Siphoviridae	Random Sample
NC_027341	Lactococcus lactis	Lactococcus	1	Siphoviridae	Random Sample
NC_028996	NA	NA	0	Myoviridae	Random Sample
NC_029099	Klebsiella pneumoniae KP36	Klebsiella	0	Siphoviridae	Random Sample
NC_031260	Enterococcus faecium	Enterococcus	0	Siphoviridae	Random Sample
NC_027641	NA	NA	0	Microviridae	Random Sample
NC_027984	Escherichia coli O157:H7	Escherichia	1	Podoviridae	Random Sample
NC_021794	Cellulophaga baltica 	Cellulophaga	0	Podoviridae	Random Sample
NC_028808	Escherichia coli MG1655	Escherichia	1	Myoviridae	Random Sample
NC_028767	Paenibacillus larvae NRRL 2605	Paenibacillus	0	Siphoviridae	Random Sample
NC_022340	Propionibacterium acnes	Propionibacterium	0	Siphoviridae	Random Sample
NC_027404	NA	NA	0	Myoviridae	Random Sample
NC_020879	Aeromonas sp.	Aeromonas	0	Myoviridae	Random Sample
NC_028698	Salmonella enterica subsp. enteritidis	Salmonella	1	Siphoviridae	Random Sample
NC_028758	Paenibacillus larvae	Paenibacillus	0	Siphoviridae	Random Sample
NC_031247	Gordonia terrae 3612	Gordonia	0	Siphoviridae	Random Sample
NC_029008	Bacillus cereus 6A1	Bacillus	1	Siphoviridae	Random Sample
NC_028448	Escherichia coli	Escherichia	1	Myoviridae	Random Sample
NC_028747	Mycobacterium smegmatis mc2 155	Mycobacterium	1	Siphoviridae	Random Sample
NC_031063	Pseudomonas aeruginosa Kutter	Pseudomonas	1	Podoviridae	Random Sample
NC_030916	Tsukamurella paurometabola strain CON55	Tsukamurella	0	Siphoviridae	Random Sample
NC_021795	Cellulophaga baltica 	Cellulophaga	0	Siphoviridae	Random Sample
NC_031049	Bacillus thuringiensis subsp. kurstaki	Bacillus	1	Myoviridae	Random Sample
NC_028931	Pseudomonas aeruginosa	Pseudomonas	1	Siphoviridae	Random Sample
NC_026582	NA	NA	0	Inoviridae	Random Sample
NC_008265	Clostridium perfringens SM101	Clostridium	1	Siphoviridae	Random Sample
NC_027643	NA	NA	0	Microviridae	Random Sample
NC_029000	Stenotrophomonas maltophilia	Stenotrophomonas	0	Myoviridae	Random Sample
NC_022762	Lactobacillus delbrueckii ATCC 11842	Lactobacillus	0	Siphoviridae	Random Sample
NC_025830	Escherichia coli O157:H7	Escherichia	1	Myoviridae	Random Sample
NC_015585	Pantoea agglomerans	Pantoea	0	Podoviridae	Random Sample
NC_020078	Cronobacter sakazakii strain 51329	Cronobacter	0	Podoviridae	Random Sample
NC_028800	Klebsiella pneumoniae KSM 5-1	Klebsiella	0	Podoviridae	Random Sample
NC_030935	Gordonia rubropertincta strain CON38	Gordonia	0	Siphoviridae	Random Sample
NC_023574	Lactococcus lactis subsp. cremoris DPC6860	Lactococcus	1	Siphoviridae	Random Sample
NC_020200	NA	NA	0	Siphoviridae	Random Sample
NC_031034	Bacillus thuringiensis Berliner 1915, DSM 350	Bacillus	1	Myoviridae	Random Sample
NC_031104	Pseudomonas aeruginosa clinical isolate PA21	Pseudomonas	1	Podoviridae	Random Sample
NC_004735	Rhodothermus marinus	Rhodothermus	0	Myoviridae	Random Sample
NC_029104	Brevibacillus laterosporus	Brevibacillus	0	Myoviridae	Random Sample
NC_019507	Campylobacter sp.	Campylobacter	0	Myoviridae	Random Sample
NC_020201	Pectobacterium atrosepticum SCRI1043	Pectobacterium	0	Myoviridae	Random Sample
NC_028929	Listeria monocytogenes	Listeria	0	Siphoviridae	Random Sample
NC_030946	Streptococcus pneumoniae 10B00617	Streptococcus	1	Siphoviridae	Random Sample
NC_025425	Escherichia coli O104:H4	Escherichia	1	Myoviridae	Random Sample
NC_027295	Propionibacterium acnes	Propionibacterium	0	Siphoviridae	Random Sample
NC_027983	Escherichia coli O157:H7	Escherichia	1	Myoviridae	Random Sample
NC_030911	Gordonia terrae 3612	Gordonia	0	Siphoviridae	Random Sample
NC_026923	NA	NA	0	Myoviridae	Random Sample
NC_023588	Stenotrophomonas maltophilia	Stenotrophomonas	0	Myoviridae	Random Sample
NC_018285	Streptococcus salivarius 57.I	Streptococcus	1	Siphoviridae	Random Sample
NC_025421	Lactobacillus delbrueckii	Lactobacillus	0	Siphoviridae	Random Sample
NC_029098	Streptomyces lividans JI1326	Streptomyces	0	Siphoviridae	Random Sample
NC_019519	Agrobacterium sp. H13-3	Agrobacterium	0	Myoviridae	Random Sample
NC_009541	Propionibacterium acnes	Propionibacterium	0	Siphoviridae	Random Sample
NC_028982	Bacillus cereus	Bacillus	1	Myoviridae	Random Sample
NC_030925	Bacillus sp. MGK1/ERV9	Bacillus	1	Myoviridae	Random Sample
NC_019528	Aeromonas salmonicida subsp. salmonicida	Aeromonas	0	Podoviridae	Random Sample
NC_023865	Pectobacterium carotovorum subsp. carotovorum	Pectobacterium	0	Myoviridae	Random Sample
NC_028933	Pseudomonas aeruginosa	Pseudomonas	1	Podoviridae	Random Sample
NC_028803	Mycobacterium smegmatis mc2 155	Mycobacterium	1	Siphoviridae	Random Sample
NC_028983	Bacillus cereus	Bacillus	1	Myoviridae	Random Sample
NC_028813	Mycobacterium smegmatis mc2 155	Mycobacterium	1	Siphoviridae	Random Sample
NC_025437	Shigella flexneri ATCC 2587	Shigella	1	Myoviridae	Random Sample
NC_028702	Delftia sp. 670	Delftia	0	Podoviridae	Random Sample
NC_031258	Salmonella enterica Hadar	Salmonella	1	Podoviridae	Random Sample
NC_025447	Escherichia coli MuLB70.1	Escherichia	1	Myoviridae	Random Sample
NC_019916	Lactobacillus plantarum ATCC 8014	Lactobacillus	0	Siphoviridae	Random Sample
NC_031067	Mycobacterium smegmatis mc2 155	Mycobacterium	1	Siphoviridae	Random Sample
NC_004914	Escherichia coli O157:H7 Morioka V526	Escherichia	1	Podoviridae	Random Sample
NC_028682	Mycobacterium smegmatis mc2 155	Mycobacterium	1	Siphoviridae	Random Sample
NC_029015	Salmonella enterica subsp. salamae 200/01 II	Salmonella	1	Myoviridae	Random Sample
NC_027369	Escherichia coli serotype O157:H7	Escherichia	1	Myoviridae	Random Sample
NC_015254	Brochothrix thermosphacta	Brochothrix	0	Siphoviridae	Random Sample
NC_009814	Listeria monocytogenes	Listeria	0	Siphoviridae	Random Sample
NC_028830	Lactobacillus paracasei	Lactobacillus	0	Siphoviridae	Random Sample
NC_031002	Lactococcus lactis DGCC11032	Lactococcus	1	Siphoviridae	Random Sample
NC_027346	Propionibacterium acnes	Propionibacterium	0	Siphoviridae	Random Sample
NC_028689	Mycobacterium smegmatis mc2 155	Mycobacterium	1	Siphoviridae	Random Sample
NC_016161	NA	NA	0	Siphoviridae	Random Sample
NC_022757	Lactobacillus paracasei 27139	Lactobacillus	0	Siphoviridae	Random Sample
NC_026583	Mycobacterium smegmatis mc2 155	Mycobacterium	1	Siphoviridae	Random Sample
NC_031127	Erwinia amylovora ATCC 29780	Erwinia	0	Myoviridae	Random Sample
NC_027333	Propionibacterium acnes	Propionibacterium	0	Siphoviridae	Random Sample
NC_028857	Citrobacter freundii	Citrobacter	0	Myoviridae	Random Sample
NC_005885	Actinoplanes sp. SN223/29	Actinoplanes	0	Siphoviridae	Random Sample
NC_031907	Streptococcus pneumoniae 10B04751	Streptococcus	1	Siphoviridae	Random Sample
NC_031026	Salmonella typhimurium ATCC 13111	Salmonella	1	Siphoviridae	Random Sample
NC_031229	Gordonia terrae 3612	Gordonia	0	Siphoviridae	Random Sample
NC_028924	NA	NA	0	Siphoviridae	Random Sample
NC_027363	Proteus mirabilis 821	Proteus	0	Podoviridae	Random Sample
NC_028872	Escherichia coli O157:H7	Escherichia	1	Myoviridae	Random Sample
NC_028748	Bacillus thuringiensis serovar tenebrionis strain	Bacillus	1	Siphoviridae	Random Sample
NC_031242	Synechococcus sp.	Synechococcus	1	Myoviridae	Random Sample
NC_003390	Synechococcus sp. WH7805	Synechococcus	1	Podoviridae	Random Sample
NC_028449	Escherichia coli PA2	Escherichia	1	Podoviridae	Random Sample
NC_031009	Lactococcus lactis DGCC7271	Lactococcus	1	Siphoviridae	Random Sample
NC_020483	Candidatus Pelagibacter ubique HTCC1062	Candidatus	0	Podoviridae	Random Sample
NC_031059	Rhodovulum sp. P5	Rhodovulum	0	Siphoviridae	Random Sample
NC_031265	Gordonia terrae 3612	Gordonia	0	Siphoviridae	Random Sample
NC_025436	NA	NA	0	Myoviridae	Random Sample
NC_026610	Vibrio parahaemolyticus	Vibrio	1	Siphoviridae	Random Sample
NC_027399	Klebsiella pneumoniae	Klebsiella	0	Myoviridae	Random Sample
NC_031121	Bacillus thuringiensis subspecies kurstaki	Bacillus	1	Podoviridae	Random Sample
NC_029046	Sinorhizobium sp. LM21	Sinorhizobium	0	Siphoviridae	Random Sample
NC_031902	Salmonella enterica	Salmonella	1	Siphoviridae	Random Sample
NC_031111	NA	NA	0	Siphoviridae	Random Sample
NC_031062	NA	NA	0	Podoviridae	Random Sample
NC_023722	Rhodococcus equi	Rhodococcus	0	Siphoviridae	Random Sample
NC_009803	Thermus thermophilus	Thermus	0	Siphoviridae	Random Sample
NC_001270	Spiroplasma	Spiroplasma	0	Inoviridae	Random Sample
NC_026017	Salmonella paratyphi A CMCC50973	Salmonella	1	Siphoviridae	Random Sample
NC_011142	Iodobacter sp. CdM7	Iodobacter	0	Myoviridae	Random Sample
NC_029081	Pectobacterium atrosepticum	Pectobacterium	0	Podoviridae	Random Sample
NC_027362	Propionibacterium acnes	Propionibacterium	0	Siphoviridae	Random Sample
NC_026609	Lactobacillus delbrueckii subsp. lactis	Lactobacillus	0	Siphoviridae	Random Sample
NC_013648	Enterococcus faecalis	Enterococcus	0	Siphoviridae	Random Sample
NC_026016	Staphylococcus aureus HIP07256	Staphylococcus	1	Siphoviridae	Random Sample
NC_029074	Gordonia sp.	Gordonia	0	Siphoviridae	Random Sample
NC_024354	Cronobacter sakazakii ATCC 29544	Cronobacter	0	Myoviridae	Random Sample
NC_019527	Aeromonas salmonicida	Aeromonas	0	Myoviridae	Random Sample
NC_028815	Mycobacterium smegmatis mc2155	Mycobacterium	1	Siphoviridae	Random Sample
NC_029017	Pseduomonas aeruginosa	Pseduomonas	0	Podoviridae	Random Sample
NC_023548	Citrobacter rodentium	Citrobacter	0	Podoviridae	Random Sample
NC_019543	Aeromonas salmonicida	Aeromonas	0	Myoviridae	Random Sample
NC_027296	Rhizobium etli GR56	Rhizobium	0	Myoviridae	Random Sample
NC_011534	Kluyvera cryocrescens	Kluyvera	0	Podoviridae	Random Sample
NC_031016	Lactococcus garvieae Lg2	Lactococcus	1	Siphoviridae	Random Sample
NC_027298	NA	NA	0	Siphoviridae	Random Sample
NC_031095	Klebsiella oxytoca ATCC 43863	Klebsiella	0	Myoviridae	Random Sample
NC_030912	Gordonia neofelifaecis NRRL 59395	Gordonia	0	Siphoviridae	Random Sample
NC_023556	Achromobacter xylosoxidans DSM 11852	Achromobacter	0	Podoviridae	Random Sample
NC_027994	Escherichia coli O18:K1:H7	Escherichia	1	Siphoviridae	Random Sample
NC_029028	Escherichia coli K-12 MG1655	Escherichia	1	Siphoviridae	Random Sample
NC_028886	Bacillus cereus 6A1	Bacillus	1	Siphoviridae	Random Sample
NC_029026	Enterococcus faecalis	Enterococcus	0	Myoviridae	Random Sample
NC_015279	Synechococcus sp. WH8017	Synechococcus	1	Myoviridae	Random Sample
NC_030907	Gordonia malaquae BEN700	Gordonia	0	Siphoviridae	Random Sample
NC_028947	Mycobacterium smegmatis mc2 155	Mycobacterium	1	Siphoviridae	Random Sample
NC_028936	Mycobacterium smegmatis mc2 155	Mycobacterium	1	Siphoviridae	Random Sample
NC_021304	Streptomyces lividans	Streptomyces	0	Siphoviridae	Random Sample
NC_015586	Stenotrophomonas maltophilia	Stenotrophomonas	0	Inoviridae	Random Sample
NC_019923	NA	NA	0	Podoviridae	Random Sample
NC_021804	Cellulophaga baltica NN015839	Cellulophaga	0	Siphoviridae	Random Sample
NC_031246	Klebsiella pneumoniae B-7850	Klebsiella	0	Podoviridae	Random Sample
NC_031118	Gordonia terrae 3612	Gordonia	0	Siphoviridae	Random Sample
NC_018839	Propionibacterium acnes	Propionibacterium	0	Siphoviridae	Random Sample
NC_022989	Lactobacillus delbrueckii subsp. lactis strain	Lactobacillus	0	Siphoviridae	Random Sample
NC_028950	NA	NA	0	Myoviridae	Random Sample
NC_028688	Klebsiella pneumoniae BUC	Klebsiella	0	Podoviridae	Random Sample
NC_031037	Bacillus thuringiensis subsp. kurstaki	Bacillus	1	Myoviridae	Random Sample
NC_023614	Croceibacter atlanticus HTCC2559	Croceibacter	0	Siphoviridae	Random Sample
NC_007709	NA	NA	0	Siphoviridae	Random Sample
NC_031052	Gordonia terrae 3612	Gordonia	0	Siphoviridae	Random Sample
NC_029077	Mycobacterium smegmatis mc2 155	Mycobacterium	1	Siphoviridae	Random Sample
NC_020205	Xanthomonas citri	Xanthomonas	0	Podoviridae	Random Sample
NC_031068	Pectobacterium carotovorum subsp. carotovorum PB69	Pectobacterium	0	Podoviridae	Random Sample
NC_029033	Achromobacter xylosoxidans A22732	Achromobacter	0	Siphoviridae	Random Sample
NC_004084	Natrialba magadii	Natrialba	0	Myoviridae	Random Sample
NC_030942	Gordonia terrae 3612	Gordonia	0	Siphoviridae	Random Sample
NC_019782	NA	NA	0	Myoviridae	Random Sample
NC_018264	Thermoanaerobacterium saccharolyticum JW/SL-YS485	Thermoanaerobacterium	0	Siphoviridae	Random Sample
NC_031243	Mycobacterium smegmatis mc2 155	Mycobacterium	1	Siphoviridae	Random Sample
NC_012697	Ruegeria pomeroyi DSS-3	Ruegeria	0	Podoviridae	Random Sample
NC_026585	Mycobacterium smegmatis mc2 155	Mycobacterium	1	Siphoviridae	Random Sample
NC_019414	Streptomyces albus; Streptomyces coelicolor	Streptomyces	0	Siphoviridae	Random Sample
NC_026928	NA	NA	0	Myoviridae	Random Sample
NC_028667	Pseudomonas aeruginosa	Pseudomonas	1	Siphoviridae	Random Sample
NC_031071	Lactococcus lactis DGCC7271	Lactococcus	1	Siphoviridae	Random Sample
NC_024378	Leuconostoc mesenteroides LN05	Leuconostoc	0	Siphoviridae	Random Sample
NC_027642	NA	NA	0	Microviridae	Random Sample
NC_028785	Mycobacterium smegmatis mc2 155	Mycobacterium	1	Siphoviridae	Random Sample
NC_031125	Lactobacillus casei BL23	Lactobacillus	0	Siphoviridae	Random Sample
NC_021789	Cellulophaga baltica 	Cellulophaga	0	Podoviridae	Random Sample
NC_031018	Citrobacter freundii CF3	Citrobacter	0	Podoviridae	Random Sample
NC_028860	Mycobacterium smegmatis mc2 155	Mycobacterium	1	Siphoviridae	Random Sample
NC_028955	Prochlorococcus sp. MIT9515	Prochlorococcus	1	Myoviridae	Random Sample
NC_020204	Klebsiella pneumoniae JDM777	Klebsiella	0	Myoviridae	Random Sample
NC_030652	NA	NA	0	Siphoviridae	Random Sample
NC_021190	Escherichia coli	Escherichia	1	Siphoviridae	Random Sample
NC_031032	NA	NA	0	Podoviridae	Random Sample
NC_031036	Lactobacillus casei BL23	Lactobacillus	0	Siphoviridae	Random Sample
NC_020203	NA	NA	0	Siphoviridae	Random Sample
NC_029003	Salmonella enterica subsp. salamae 10/99 II	Salmonella	1	Myoviridae	Random Sample
NC_015720	Gordonia terrae	Gordonia	0	Siphoviridae	Random Sample
NC_023735	Rhodococcus equi	Rhodococcus	0	Siphoviridae	Random Sample
NC_013600	Sodalis glossinidius	Sodalis	0	Siphoviridae	Random Sample
NC_021787	NA	NA	0	Siphoviridae	Random Sample
NC_028904	Streptomyces venezuelae ATCC 10712	Streptomyces	0	Siphoviridae	Random Sample
NC_011551	Candidatus Hamiltonella defensa	Candidatus	0	Podoviridae	Random Sample
NC_027372	Bacillus megaterium	Bacillus	1	Podoviridae	Random Sample
NC_028775	Staphylococcus aureus	Staphylococcus	1	Siphoviridae	Random Sample
NC_004902	Xanthomonas oryzae	Xanthomonas	0	Siphoviridae	Random Sample
NC_030901	Gordonia terrae 3612	Gordonia	0	Siphoviridae	Random Sample
NC_031943	Escherichia coli O:45 strain C1328	Escherichia	1	Podoviridae	Random Sample
NC_025427	Rhizobium leguminosarum strain F1	Rhizobium	0	Myoviridae	Random Sample
NC_027626	Propionibacterium acnes ATCC 6919	Propionibacterium	0	Siphoviridae	Random Sample
NC_030944	Gordonia terrae 3612	Gordonia	0	Siphoviridae	Random Sample
NC_029084	Paenibacillus larvae ATCC 9545	Paenibacillus	0	Siphoviridae	Random Sample
NC_028700	Streptococcus pyogenes	Streptococcus	1	Podoviridae	Random Sample
NC_015270	Enterococcus faecalis	Enterococcus	0	Siphoviridae	Random Sample
NC_018845	Propionibacterium acnes	Propionibacterium	0	Siphoviridae	Random Sample
NC_021300	Pseudoalteromonas marina CL-E25	Pseudoalteromonas	0	Podoviridae	Random Sample
NC_028699	Salmonella enterica subsp. diarizonae 519/03 IIIb	Salmonella	1	Podoviridae	Random Sample
NC_031934	Escherichia coli DE217	Escherichia	1	Myoviridae	Random Sample
NC_002519	Rosebacter SIO67	Rosebacter	0	Podoviridae	Random Sample
NC_027379	Proteus mirabilis strain 922 (LMMB NIBOCH	Proteus	0	Podoviridae	Random Sample
NC_028940	NA	NA	0	Myoviridae	Random Sample
NC_016568	Helicobacter pylori B45	Helicobacter	0	Siphoviridae	Random Sample
NC_031924	Klebsiella pneumoniae	Klebsiella	0	Siphoviridae	Random Sample
NC_031103	Escherichia coli UFV30	Escherichia	1	Myoviridae	Random Sample
NC_027339	Shigella flexneri serotype 1a strain 019	Shigella	1	Myoviridae	Random Sample
NC_030915	Gordonia terrae 3612	Gordonia	0	Siphoviridae	Random Sample
NC_023694	Rhodococcus equi	Rhodococcus	0	Siphoviridae	Random Sample
NC_018834	Propionibacterium acnes	Propionibacterium	0	Siphoviridae	Random Sample
NC_031086	Acinetobacter baumannii 54149	Acinetobacter	1	Podoviridae	Random Sample
NC_026927	NA	NA	0	Myoviridae	Random Sample
NC_018847	Propionibacterium acnes	Propionibacterium	0	Siphoviridae	Random Sample
NC_028999	Pseudomonas aeruginosa strain PAO1	Pseudomonas	1	Myoviridae	Random Sample
NC_026601	Pseudomonas aeruginosa	Pseudomonas	1	Siphoviridae	Random Sample
NC_027646	NA	NA	0	Microviridae	Random Sample
NC_029005	Streptomyces avermitilis ATCC 31267	Streptomyces	0	Siphoviridae	Random Sample
NC_015785	NA	NA	0	Microviridae	Random Sample
NC_011308	Listeria	Listeria	0	Siphoviridae	Random Sample
NC_022342	Propionibacterium acnes	Propionibacterium	0	Siphoviridae	Random Sample
NC_031113	Escherichia coli	Escherichia	1	Siphoviridae	Random Sample
NC_027622	Propionibacterium acnes ATCC 6919	Propionibacterium	0	Siphoviridae	Random Sample
NC_029118	Lactococcus garvieae INS1	Lactococcus	1	Siphoviridae	Random Sample
NC_030476	Pan troglodytes	Pan	0	Microviridae	Random Sample
NC_003315	Haemophilus influenzae	Haemophilus	0	Myoviridae	Random Sample
NC_001730	NA	NA	0	Microviridae	Random Sample
NC_031909	Campylobacter jejuni NCTC 11168	Campylobacter	0	Myoviridae	Random Sample
NC_031021	Salmonella enterica serovar Enteritidis	Salmonella	1	Siphoviridae	Random Sample
NC_031261	Mycobacterium smegmatis mc2 155	Mycobacterium	1	Siphoviridae	Random Sample
NC_009543	Xanthomonas oryzae	Xanthomonas	0	Siphoviridae	Random Sample
NC_029021	Escherichia coli K-12 MG1655	Escherichia	1	Siphoviridae	Random Sample
NC_025446	Escherichia coli O157:H7	Escherichia	1	Myoviridae	Random Sample
